product_id,name,category,price
224,Bluetooth Headphones,Audio,79.99
225,Blender Bottle,Fitness,12.99
226,Baked Potato Chips,Food - Snacks,2.49
227,Creative Puzzle Game,Toys,19.99
228,Granola,Food - Breakfast,4.79
229,Kids' Gardening Tools Set,Toys,22.99
230,Vegetable Fried Rice,Food - Frozen Foods,4.99
231,Foldable Electric Scooter,Outdoor,349.99
232,Wrist Support Brace,Health,19.99
233,Instant Read Meat Thermometer,Kitchen,24.99
234,Smartphone Holder for Car,Automotive,14.99
235,Pet Travel Backpack Carrier,Pets,49.99
236,Pet Carrier Backpack,Pets,39.99
237,,Home Appliances,249.99
238,Ice Cream Maker,Kitchen,79.99
239,Tahini,Food - Condiments,5.49
240,Pumpkin Spice Pancake Mix,Food - Breakfast,3.49
,Weighted Blanket for Adults,Health,59.99
242,Smartphone Holder for Car,Automotive,14.99
243,Chipotle Black Bean Salad,Food - Salads,3.29
244,Lightweight Workout Tank,Clothing - Activewear,29.99
245,Wrap Jumpsuit,Clothing - Jumpsuits,54.99
246,Vegan Mayonnaise,Food - Condiments,4.49
247,Vegan Mac & Cheese,Food - Frozen,8.99
248,Chickpea Salad Deluxe,Food - Produce,4.29
249,Handmade Soap Making Kit,Crafts,34.99
250,Artisan Flatbreads,,2.99
251,Smartphone Gimbal Stabilizer,Photography,89.99
252,,Food - Grains,3.99
253,Coloring Books for Adults,Books,14.99
254,Pepperoni Pizza Roll-Ups,Food - Frozen Foods,5.99
255,Survival Gear Kit,Outdoor,59.99
,Beard Grooming Kit,Grooming,34.99
257,Black Bean Spaghetti,Food - Pasta,3.99
258,Foot Spa Bath Massager,Health,59.99
259,Smart Water Bottle with Hydration Reminder,Fitness,39.99
260,Berry Smoothie Mix,Food - Frozen Foods,
261,Balsamic Vinegar,Food - Condiments,4.99
262,Sweet Potato Fries,Food - Frozen Foods,3.99
263,Pet Carrier Backpack,Pets,39.99
264,BBQ Lentil Chips,Food - Snacks,3.49
265,Canned Sardines,Food - Seafood,3.29
266,Kids' Crafting Station,Toys,
267,Casual Long Cardigan,,45.99
268,Two-Tier Fruit Basket,Home,29.99
269,Foam Muscle Roller,Fitness,24.99
270,Glass Tea Pot,Kitchen,34.99
271,Comfort Flats,Clothing - Shoes,44.99
272,Black Bean Spaghetti,Food - Pasta,3.99
273,,Food - Cooking Oil,6.99
274,Chicken Broth,Food - Canned Goods,2.49
275,Lasagna Noodles,Food - Pasta,1.89
276,Tomato Paste,Food - Canned Goods,1.29
277,Luxury Bathrobe,Clothing,49.99
278,Digital Wireless Meat Thermometer,Kitchen,39.99
279,Chickpea Pasta,Food - Pasta,4.19
280,Wireless HDMI Receiver,Electronics,49.99
281,Leather Wallet,Accessories,49.99
,Spicy Roasted Nuts,Food - Snacks,4.99
283,Roasted Garlic Butter,Food - Condiments,3.29
284,Smart LED Desk Lamp,Office,39.99
285,Fruit and Nut Bars,Food - Snacks,1.99
286,Wireless Wi-Fi Extender,Electronics,49.99
287,Mini Indoor Hydroponic Garden,Garden,59.99
288,Garlic Herb Grilled Chicken,Food - Frozen Foods,8.99
289,Glass Food Containers,Kitchen,34.99
290,Car Diagnostic Scanner,,49.99
291,Portable Projector,Electronics,199.99
292,Almond Joy Munch Bars,Food - Snacks,1.39
293,Travel Orthopedic Pillow,Travel,24.99
294,Fitness Balance Ball,Fitness,24.99
295,Set of Silicone Baking Molds,Kitchen,15.99
,Sliced Ham,Food - Meat,5.49
297,,Food - Breakfast,4.99
298,Waffle Maker,Kitchen,39.99
299,Infrared Thermometer Gun,Health,29.99
300,,Food - Meat,8.49
301,Peach Yogurt,Food - Dairy,1.29
302,Strawberry Fruit Spread,Food - Jams & Jellies,3.59
303,Smart Plug,Smart Home,19.99
304,Nutritional Yeast,Food - Pantry,3.59
305,Coconut Flakes,Food - Baking,3.29
,Homestyle Chicken Noodle Soup,Food - Canned Goods,2.99
307,Beef Stew Meat,Food - Meat,5.99
308,Almond Flour Biscuits,Food - Bakery,
309,Honey-Balsamic Vinaigrette,Food - Dressing,3.39
310,Digital Alarm Clock,Home,19.99
311,Almond Butter,Food - Condiments,6.49
312,Eggs (dozen),Food - Dairy,2.99
313,Electric Kettle,Kitchen,39.99
314,,Health,29.99
315,Vintage Graphic Tee,Clothing - Tops,25.99
316,,Food - Grains,2.99
317,Cinnamon Ice Cream,Food - Frozen Desserts,4.99
318,Handmade Soap Making Kit,Crafts,34.99
319,High-Speed HDMI Cable,Electronics,12.99
320,Homestyle Chicken Noodle Soup,Food - Canned Goods,2.99
321,Organic Whole Wheat Flour,Food - Baking Goods,2.99
322,Mediterranean Chickpea Bowl,Food - Prepared Foods,6.49
323,Organic Black Beans,Food - Canned Goods,1.29
324,Shoe Organizer,Home,39.99
325,Adjustable Kneeling Pad,Garden,18.99
326,Pet Safety Harness,Pets,24.99
327,Biodegradable Dog Waste Bags,Pets,
328,Maple Almond Butter,Food - Nut Butters,5.49
329,Vegan chocolate chip cookies,Food - Bakery,4.79
330,Bodyweight Resistance Bands,Fitness,22.99
331,Organic Green Tea,Food - Beverages,4.29
332,Plant Watering Spikes,Garden,12.99
333,Honey Garlic Shrimp,Food - Seafood,8.49
334,Underwater Camera,Photography,199.99
335,Ankle Boots,Clothing - Footwear,89.99
336,Black Olives,Food - Canned Goods,1.99
337,Oven-Baked Sweet Potato Fries,Food - Frozen Foods,3.99
338,Couscous,,
339,Pocket Blanket,Outdoor,24.99
340,Classic Cheeseburger Mix,Food - Meats,5.49
341,Chocolate Mint Cookies,Food - Baking,2.29
,Foldable Picnic Table,Outdoor,49.99
343,Inflatable Pool Float,Outdoor,29.99
344,Mushroom Soup (canned),Food - Canned Goods,2.49
345,Pineapple Chunks (canned),Food - Fruits,2.29
346,Spicy Italian Sausage,Food - Meat & Seafood,4.99
347,Vegetable Potstickers,Food - Frozen Food,5.99
348,Olive Oil,Food - Condiments,7.99
349,Adjustable Bar Stools,Furniture,
350,Picnic Blanket,Outdoor,29.99
351,Roasted Garlic,Food - Condiments,4.29
352,Pretzel Bites,Food - Snacks,4.99
353,Almond Milk,Food - Dairy,3.29
354,Vegetable Lentil Soup,Food - Canned Goods,3.49
355,Inspirational Wall Art,Home,24.99
356,Pear and Gorgonzola Salad,Food - Salads,5.49
357,Ethically-Sourced Coffee Beans,Food - Beverages,9.99
358,Lemonade Mix,Food - Beverages,1.99
359,Mushroom Soup (canned),Food - Canned Goods,2.49
360,Chicken Broth,Food - Canned Goods,2.49
361,Baked Mac and Cheese,Food - Frozen Foods,5.99
362,Digital Bullet Journal,Apps,24.99
363,Roasted Garlic Butter,Food - Condiments,3.29
364,Chocolate Syrup,Food - Condiments,2.99
365,Almond Flour Brownies,Food - Baking,5.99
366,Portable Laptop Table,Office,39.99
367,Desk Lamp with USB Port,Office,29.99
368,Fridge Magnet Set,Home,15.99
369,Educational STEM Kit,Toys,35.99
370,Garlic Herb Marinade,Food - Marinades,3.29
371,Vegetable Stir-Fry Kit,Food - Produce,6.99
372,Kids' Educational Tablet,Electronics,129.99
,Ricotta Cheese,Food - Dairy,4.99
374,Vegetable Quinoa Bowl,Food - Frozen Meals,5.99
375,Slim Fit Chinos,Clothing - Pants,54.99
376,Travel Yoga Mat,Fitness,34.99
377,Graphic Print Leggings,Clothing - Activewear,29.99
378,Tomato Basil Pasta Sauce,Food - Sauces,3.99
379,Nutritional Yeast,Food - Pantry,3.59
380,Chickpea Salad Deluxe,Food - Produce,4.29
381,Buffalo Chicken Wraps,Food - Prepared Meals,5.99
382,Wire Shelving Unit,,69.99
383,Magnetic Puzzle Board,Toys,24.99
384,LED Strip Lights Kit,Home,29.99
385,Homemade Salsa,Food - Condiments,3.79
386,Organic Apples,Food - Produce,1.89
387,Lockable Bicycle Chain,Outdoor,19.99
388,Bluetooth Car Adapter,Automotive,24.99
389,Peas (frozen),Food - Frozen Foods,1.89
390,Emergency Preparedness Kit,Safety,
391,Tomato Basil Soup,Food - Canned Goods,3.49
392,Nordic Berry Smoothie,Food - Frozen Foods,3.99
393,Smartphone Camera Lens Kit,Photography,19.99
394,Wireless Earbuds,Audio,69.99
395,Sliced Bell Peppers,Food - Fresh Produce,3.99
396,Sesame Garlic Stir-Fry Sauce,Food - Sauces,2.79
397,Baby Safety Corner Guards,Baby,9.99
398,Foam Roller for Muscle Recovery,Fitness,29.99
399,Gaming Headset,Gaming,69.99
400,Chocolate Raspberry Tart,Food - Bakery,9.99
401,Dried Mango Slices,Food - Snacks,3.49
402,Lightweight Backpacking Tent,Outdoor,129.99
403,Smartphone Stand,,15.49
404,Lockable Bicycle Chain,Outdoor,19.99
405,LED Flashing Pet Collar,Pets,14.99
406,,Health,14.99
407,Sweet Potato Chips,Food - Snacks,2.99
408,Whole Grain Cereal,Food - Breakfast,3.49
409,Pork Tenderloin,Food - Meat,10.99
410,Digital Alarm Clock,Home,19.99
411,Basic V-Neck T-Shirt,Clothing - Tops,19.99
412,Magnetic Spice Containers,Kitchen,24.99
413,,Food - Spices,1.99
414,Pumpkin Waffles,Food - Breakfast,4.49
415,High-Low Hem Tee,Clothing - Tops,22.99
416,Over-The-Door Shoe Organizer,Home,25.99
417,Smoked Salmon,Food - Seafood,14.99
418,Nordic Berry Smoothie,Food - Frozen Foods,3.99
419,Coconut Water,Food - Beverages,2.49
420,Adjustable Pet Feeder,Pets,39.99
421,Siphon Coffee Maker,Kitchen,49.99
422,,Kitchen,39.99
423,Ground Turkey,Food - Meat,5.49
424,Inspirational Wall Art,Home,24.99
425,Honey Sriracha Chicken Bites,Food - Frozen Foods,7.99
426,Water Bottle with Built-in Fruit Infuser,Fitness,18.99
427,Photo Album,Home,24.99
428,Sliced Provolone Cheese,Food - Dairy,3.99
429,Coconut Flakes,Food - Baking,3.29
430,Whole Wheat Pasta,Food - Grains,2.49
431,Luminous Night Light,Home,15.99
432,Graphic Sweatshirt,Clothing - Tops,34.99
433,Chili Con Carne Mix,Food - Spices & Seasonings,2.99
434,Pineapple Coconut Yogurt,Food - Dairy,4.49
435,Multi-Function Meat Tenderizer,Kitchen,19.99
436,LED Under Cabinet Lighting,Home,29.99
437,Folding Exercise Bike,Fitness,199.99
438,Chino Shorts,Clothing - Bottoms,34.99
,Elderberry Syrup,Food - Supplements,11.99
440,Home Delivery Food Journal,Health,14.99
441,Children's Educational Puzzle,Toys,19.99
442,LED Flashlight,Outdoor,19.99
443,,Office,299.99
444,Hiking Water Bottle with Filter,Outdoor,29.99
,Fitbit Activity Tracker,Fitness,99.99
446,High-Quality Yoga Block,Fitness,12.99
447,,Food - Beverages,4.99
448,Coffee Maker,Kitchen,89.99
,Spicy Chicken Wings,Food - Meat,9.99
450,Baby Safety Corner Guards,Baby,9.99
451,Belted Trench Coat,Clothing - Outerwear,89.99
,Wild Rice & Quinoa Mix,Food - Grains,2.99
453,Cucumber Relish,Food - Condiments,3.39
454,Rainbow Veggie Chips,Food - Snacks,3.29
455,Whole Grain Hamburger Buns,Food - Bakery,2.69
,Cinnamon Sugar Popcorn,Food - Snacks,2.89
457,,Toys,22.99
458,Rustic Italian Breads,Food - Bakery,3.99
459,Truffle Parmesan Fries,Food - Snacks,4.99
460,Beef Stroganoff Meal Kit,Food - Frozen Meals,12.99
461,Spinach and Feta Stuffed Chicken Breast,Food - Meat,8.99
462,Fitness Tracker,Fitness,49.99
463,Jennifer's Amazing Lip Balm Kit,Beauty,22.99
464,Stainless Steel BBQ Grill Set,Outdoor,49.99
465,Fruit Infuser Water Bottle,Fitness,15.99
466,Mediterranean Couscous Salad,Food - Salads,5.49
467,Carrot and Celery Sticks,Food - Produce,2.99
468,,Food - Frozen Foods,3.99
469,Chocolate Chip Cookie Mix,Food - Baking,2.49
470,Tomato Sauce,Food - Canned Goods,2.79
471,Almond Flour Bread Mix,Food - Baking,4.89
472,Organic Spinach,Food - Produce,2.99
473,Chic Jumpsuit,Clothing - Jumpsuits,89.99
474,Sliced Cheese,Food - Dairy,4.49
475,Pet Travel Bed,Pets,26.99
476,Smoked Gouda Cheese,Food - Dairy,5.49
477,Creamy Ranch Dressing,Food - Dressings,2.49
478,Balsamic Salad Dressing,Food - Deli,2.99
479,Bamboo Charcoal Air Purifier Bags,Home,12.99
480,Oven-Baked Cheese Crisps,Food - Snacks,3.99
481,Non-Stick Grill Pan,Kitchen,39.99
482,Pumpkin Pancake Mix,Food - Breakfast,4.19
483,Blackberry Compote,Food - Condiments,5.29
484,Teriyaki Beef Jerky,Food - Snacks,5.49
485,Smart LED Desk Lamp,Office,39.99
486,Organic Sweet Potatoes,Food - Produce,1.99
487,Crispy Tofu Bites,Food - Protein,4.99
488,Garlic Herb Marinade,Food - Marinades,3.29
489,Paprika,Food - Spices,1.79
490,Sriracha Chili Sauce,Food - Condiments,2.79
491,Nutty Trail Mix,Food - Snacks,4.29
492,Wooden Kitchen Utensil Set,Kitchen,19.99
493,Fashionable Scarves Set,Clothing,24.99
494,,Food - Desserts,4.99
495,Kids' Educational Tablet,Electronics,129.99
496,Savory Pumpkin Soup,Food - Soups,3.89
497,Cordless Electric Screwdriver,Tools,39.99
498,Multi-Function Meat Tenderizer,Kitchen,19.99
499,Butternut Squash Ravioli,Food - Frozen Foods,6.29
500,Outdoor Adventure Kit,Outdoor,89.99
501,Classic Slim Fit Shirt,Clothing - Shirts,49.99
502,Eco-Friendly Yoga Blocks,Fitness,15.99
503,Fresh Lemons,Food - Fresh Produce,0.75
504,Memory Card,Storage,15.99
505,Cabbage,Food - Produce,1.29
506,Savory Oatmeal,Food - Breakfast,2.49
507,Portable Jump Starter,Automotive,59.99
508,Cauliflower Crust Pizza,Food - Freezer,7.99
509,Oats,Food - Grains,3.29
510,Rechargeable Electric Toothbrush,Health,49.99
511,Ergonomic Mouse Pad with Wrist Support,Office,14.99
512,,Food - Snacks,3.49
513,Portable Pet Stroller,Pets,89.99
514,Honey-Balsamic Vinaigrette,Food - Dressing,3.39
515,,Books,27.99
516,Flavored Instant Oatmeal,Food - Breakfast,2.99
517,Spinach and Feta Wraps,Food - Prepared Foods,4.99
518,Mayonnaise,Food - Condiments,3.29
519,Pet Grooming Kit,Pets,39.99
520,Fitness Balance Ball,Fitness,
521,Saffron Rice Mix,Food - Grains,2.99
522,Curried Lentil Salad,Food - Salads,4.29
523,Cabbage,Food - Produce,1.29
524,Almond Butter Cookies,Food - Snacks,4.49
525,Cheddar Cheese Slices,Food - Dairy,3.49
526,Vegetable Curry,Food - Frozen Foods,5.99
527,Portable Dog Water Bottle,Pets,18.99
528,Coconut Curry Sauce,Food - Sauces,3.89
529,Classic Slim Fit Shirt,Clothing - Shirts,49.99
530,Interchangeable Watch Bands,Accessories,24.99
531,Frozen Pizza,Food - Frozen Foods,7.99
532,Hummus Trio Pack,Food - Snacks,5.49
533,Children's Science Experiment Lab Kit,Toys,29.99
534,Beef Taco Skillet,Food - Meal Kits,8.49
535,Honey Lemon Tea,Food - Beverages,3.29
536,Sourdough Bread,Food - Bakery,4.99
537,Maple Cinnamon Granola Bars,Food - Snacks,3.49
538,Almond Butter Cups,Food - Snacks,3.29
539,Compact Folding Table,Outdoor,49.99
540,Coconut Cream Pie Yogurt,Food - Dairy Alternatives,1.99
541,Leather Wallet,Accessories,49.99
542,French Onion Dip,Food - Condiments,2.99
543,Turmeric Ginger Tea,Food - Beverages,3.29
544,Brazil Nuts,Food - Nuts,10.99
,Ultraviolet Phone Sanitizer,Health,39.99
546,Mini Waffle Maker,Kitchen,24.99
547,Garden Vegetable Soup,Food - Canned Goods,3.29
548,Recipe Book Stand,Kitchen,
549,Falafel Mix,Food - Baking & Cooking,2.79
550,Peach Slices (canned),Food - Canned Goods,2.49
551,Coconut Milk Yogurt,Food - Dairy Alternatives,2.99
552,Vegan Chickpea Salad,Food - Prepared Foods,3.99
553,Board Game Storage,Toys,19.99
554,Fitness Tracker,Fitness,49.99
555,Cranberry Almond Cookies,Food - Bakery,4.29
556,Pet Grooming Kit,Pets,39.99
557,Set of Herb Garden Markers,Garden,8.99
558,Ergonomic Mouse Pad with Wrist Support,Office,14.99
559,Stainless Steel Grater,Kitchen,14.99
560,Roasted Garlic Pasta Sauce,Food - Sauces,4.99
561,Eggs (dozen),Food - Dairy,2.99
562,Garden Vegetable Soup,Food - Canned Goods,3.29
563,Peanut Butter Chocolate Chip Bars,Food - Snacks,4.59
564,Magnetic Chess Set,Toys,19.99
565,Chocolate Raspberry Tart,Food - Bakery,9.99
566,Pet Training Clicker,Pets,5.99
567,Reusable Snack Bags,Kitchen,14.99
568,Carrot Ginger Soup,Food - Soups,4.29
569,,Food - Snacks,3.29
570,Pretzel Bites,,4.99
571,Kale Chips,Food - Snacks,3.99
572,Smart Light Bulbs,Smart Home,34.99
573,Indoor Grill,Kitchen,59.99
,Electric Rice Cooker with Steamer,Kitchen,49.99
575,Self-Adhesive Wallpaper,Home,34.99
576,Smart Light Bulbs,Smart Home,34.99
577,Baking Powder,Food - Baking Goods,1.79
578,Coconut Milk,Food - Canned Goods,2.49
579,Tomato Basil Soup,Food - Canned Goods,3.49
580,Wireless Music Receiver,Audio,19.99
581,Radish Chips,Food - Snacks,2.89
582,Garden Hoses with Expandable Features,Garden,34.99
583,LED Table Lamp,Home,29.99
584,Skincare Fridge,Beauty,39.99
585,Travel Luggage Scale,Travel,14.99
